location,period,sex,total_prob,prob_cancer,prob_card,prob_resp,prob_diab
Togo,2000,Female,24.2,10.1674,10.3925,3.3118,0.3283
Togo,2000,Male,25.7,10.4354,10.3811,4.0844,0.7991
Togo,2005,Both sexes,25.2,10.7612,11.1505,2.5524,0.7359
Togo,2005,Female,24.5,10.0316,10.9036,2.6591,0.9057
Togo,2005,Male,25.9,10.8433,10.9988,3.199,0.8589
Togo,2010,Both sexes,24.4,10.4242,9.9655,3.024,0.9863
Togo,2010,Female,23.7,10.5173,10.3148,2.2006,0.6673
Togo,2010,Male,25.1,11.2761,11.2269,2.259,0.338
Togo,2015,Both sexes,23.5,10.0023,9.7146,3.1204,0.6627
Togo,2015,Female,23.0,9.5787,9.2485,3.4862,0.6866
Togo,2015,Male,24.1,10.2073,10.4915,2.2534,1.1478
Togo,2020,Both sexes,23.6,9.7162,9.4987,3.8956,0.4895
Togo,2020,Female,23.1,9.6977,10.0414,2.6778,0.6831
Togo,2020,Male,24.1,10.4284,10.283,2.2376,1.151
Togo,2025,Both sexes,24.1383,9.9816,9.6661,3.9874,0.5032
Togo,2025,Female,23.5096,9.873,10.2093,2.731,0.6963
Togo,2025,Male,24.6606,10.6838,10.5338,2.2689,1.1741
Tonga,2000,Both sexes,26.1,10.8377,10.6773,4.2343,0.3507
Tonga,2000,Female,21.7,9.1036,9.1311,2.8411,0.6242
Tonga,2000,Male,30.9,13.4633,12.6632,3.6116,1.1619
Tonga,2005,Both sexes,25.3,11.3479,10.3423,2.7525,0.8573
Tonga,2005,Female,19.8,8.7369,8.4004,2.0343,0.6284
Tonga,2005,Male,31.0,13.0575,13.0924,4.225,0.6251
Tonga,2010,Both sexes,24.7,10.7272,10.1886,3.4723,0.3119
Tonga,2010,Female,18.7,7.82,7.6827,2.5094,0.6879
Tonga,2010,Male,30.8,13.3835,13.2015,3.4086,0.8064
Tonga,2015,Both sexes,23.5,9.898,10.1636,3.1802,0.2582
Tonga,2015,Female,17.7,7.1345,7.2238,2.531,0.8107
Tonga,2015,Male,29.9,13.1713,12.7622,3.3347,0.6318
Tonga,2020,Both sexes,23.3,9.8221,9.5236,2.8013,1.153
Tonga,2020,Female,17.5,7.0829,7.8539,2.1878,0.3754
Tonga,2020,Male,29.7,12.7133,12.9008,3.4023,0.6836
Tonga,2025,Both sexes,23.6978,9.9625,9.6741,2.8737,1.1875
Tonga,2025,Female,17.7439,7.194,7.9362,2.2332,0.3805
Tonga,2025,Male,30.2662,12.9309,13.1694,3.4687,0.6972
Trinidad and Tobago,2000,Both sexes,28.9,12.0907,12.8805,3.2141,0.7147
Trinidad and Tobago,2000,Female,24.8,10.727,10.6816,2.812,0.5794
Trinidad and Tobago,2000,Male,33.2,13.8999,13.9167,3.9404,1.443
Trinidad and Tobago,2005,Both sexes,26.4,10.9136,11.3573,2.945,1.1841
Trinidad and Tobago,2005,Female,22.4,9.2122,9.2479,3.2862,0.6537
Trinidad and Tobago,2005,Male,30.7,13.8133,13.2129,2.8698,0.804
Trinidad and Tobago,2010,Both sexes,23.6,10.2008,9.8408,2.6541,0.9043
Trinidad and Tobago,2010,Female,20.1,8.1569,8.5791,2.8116,0.5524
Trinidad and Tobago,2010,Male,27.2,11.6381,11.2282,3.3536,0.9801
Trinidad and Tobago,2015,Both sexes,21.5,8.6248,9.564,2.915,0.3962
Trinidad and Tobago,2015,Female,18.3,7.9049,7.3888,2.7251,0.2812
Trinidad and Tobago,2015,Male,24.9,10.2433,10.3081,3.9727,0.3759
Trinidad and Tobago,2020,Both sexes,21.3,8.9116,8.6272,3.2844,0.4768
Trinidad and Tobago,2020,Female,18.0,7.6141,7.3741,2.6803,0.3315
Trinidad and Tobago,2020,Male,24.6,10.6564,10.6589,2.757,0.5277
Trinidad and Tobago,2025,Both sexes,21.6137,9.0321,8.7272,3.3679,0.4865
Trinidad and Tobago,2025,Female,18.3845,7.7286,7.5869,2.729,0.34
Trinidad and Tobago,2025,Male,25.1386,10.9214,10.8546,2.821,0.5416
Tunisia,2000,Both sexes,19.3,8.1205,8.0355,2.4827,0.6613
Tunisia,2000,Female,14.1,5.6559,5.7196,2.2398,0.4847
Tunisia,2000,Male,24.1,10.7612,10.6485,2.169,0.5213
Tunisia,2005,Both sexes,18.2,8.0538,7.4737,2.0037,0.6688
Tunisia,2005,Female,13.3,5.4063,5.6903,1.5669,0.6365
Tunisia,2005,Male,23.1,9.867,10.202,2.6844,0.3466
Tunisia,2010,Both sexes,17.5,7.5244,7.7065,2.0175,0.2516
Tunisia,2010,Female,12.9,5.7154,5.2105,1.8076,0.1665
Tunisia,2010,Male,22.1,9.279,9.2122,2.8844,0.7244
Tunisia,2015,Both sexes,16.4,6.9263,6.8412,2.3778,0.2547
Tunisia,2015,Female,12.4,5.3808,5.221,1.1974,0.6008
Tunisia,2015,Male,20.5,8.6505,8.7087,2.6048,0.536
Tunisia,2020,Both sexes,16.1,7.0984,6.4709,1.8089,0.7218
Tunisia,2020,Female,12.2,5.2871,4.8878,1.4778,0.5473
Tunisia,2020,Male,20.2,8.5979,8.4822,2.5162,0.6037
Tunisia,2025,Both sexes,16.4627,7.2339,6.629,1.8594,0.7404
Tunisia,2025,Female,12.5408,5.4438,5.0194,1.522,0.5556
Tunisia,2025,Male,20.5,8.7502,8.582,2.5495,0.6183
Turkey,2000,Both sexes,22.3,9.376,9.6581,2.6283,0.6376
Turkey,2000,Female,15.9,6.7638,6.7802,1.6815,0.6745
Turkey,2000,Male,28.6,12.3417,12.0829,3.6735,0.5019
Turkey,2005,Both sexes,20.2,8.6768,9.0791,2.1073,0.3368
Turkey,2005,Female,14.0,6.1808,6.0928,1.26,0.4664
Turkey,2005,Male,26.4,10.6216,11.589,3.6587,0.5307
Turkey,2010,Both sexes,18.2,7.7352,8.0448,1.7275,0.6925
Turkey,2010,Female,12.5,5.2461,5.1199,1.9784,0.1556
Turkey,2010,Male,24.3,10.6787,10.1464,2.8386,0.6363
Turkey,2015,Both sexes,16.4,6.851,7.0624,1.9386,0.548
Turkey,2015,Female,11.5,4.6487,4.6686,1.9644,0.2183
Turkey,2015,Male,21.8,9.3169,9.4181,2.6207,0.4443
Turkey,2020,Both sexes,16.1,7.1006,6.6696,2.0148,0.315
Turkey,2020,Female,11.3,4.8058,4.8366,1.2153,0.4423
Turkey,2020,Male,21.5,9.446,8.6606,2.8607,0.5327
Turkey,2025,Both sexes,16.4244,7.2271,6.834,2.0397,0.3236
Turkey,2025,Female,11.5243,4.8625,4.9643,1.2491,0.4484
Turkey,2025,Male,21.8463,9.5556,8.853,2.8902,0.5475
Turkmenistan,2000,Both sexes,34.0,13.956,13.62,4.7275,1.6965
Turkmenistan,2000,Female,27.3,11.712,12.154,2.8113,0.6227
Turkmenistan,2000,Male,41.0,16.9762,17.7694,5.5546,0.6998
Turkmenistan,2005,Both sexes,35.6,15.5406,15.1689,4.4288,0.4617
Turkmenistan,2005,Female,28.8,12.8085,11.6893,2.8735,1.4287
Turkmenistan,2005,Male,42.6,17.449,18.8292,4.6606,1.6612
Turkmenistan,2010,Both sexes,31.0,13.8208,13.4935,2.79,0.8957
Turkmenistan,2010,Female,24.9,10.6255,10.8005,2.8092,0.6648
Turkmenistan,2010,Male,37.5,15.7394,15.0024,6.203,0.5552
Turkmenistan,2015,Both sexes,30.6,12.2977,12.8018,4.5308,0.9697
Turkmenistan,2015,Female,23.9,9.7615,10.2541,2.9625,0.9219
Turkmenistan,2015,Male,38.0,15.4814,16.618,5.5079,0.3927
Turkmenistan,2020,Both sexes,29.5,12.8849,12.7791,3.4072,0.4288
Turkmenistan,2020,Female,22.9,10.2133,9.2232,2.4829,0.9806
Turkmenistan,2020,Male,36.7,16.0023,15.5981,3.4201,1.6795
Turkmenistan,2025,Both sexes,30.0684,13.166,13.0102,3.458,0.4342
Turkmenistan,2025,Female,23.3663,10.401,9.4099,2.548,1.0074
Turkmenistan,2025,Male,37.4106,16.3541,15.8232,3.5042,1.7291
Uganda,2000,Both sexes,25.9,10.7908,10.9276,3.6504,0.5312
Uganda,2000,Female,24.2,9.9222,10.0667,3.3962,0.8149
Uganda,2000,Male,27.9,11.3898,12.1214,3.5356,0.8532
Uganda,2005,Both sexes,24.8,10.3237,11.1397,2.4266,0.91
Uganda,2005,Female,23.6,9.5065,9.4682,3.9645,0.6608
Uganda,2005,Male,26.2,10.5374,10.9079,3.8395,0.9152
Uganda,2010,Both sexes,22.7,9.8639,9.6627,2.3556,0.8178
Uganda,2010,Female,21.2,9.2757,8.9979,2.2028,0.7236
Uganda,2010,Male,24.6,10.9343,10.3817,2.214,1.07
Uganda,2015,Both sexes,21.9,9.0286,9.251,3.1206,0.4998
Uganda,2015,Female,20.3,8.9939,8.6944,2.281,0.3307
Uganda,2015,Male,23.9,10.4496,10.7206,2.151,0.5788
Uganda,2020,Both sexes,21.9,9.4939,8.9658,2.674,0.7663
Uganda,2020,Female,20.3,8.3015,9.0354,2.4375,0.5256
Uganda,2020,Male,23.8,9.9204,9.7713,3.5721,0.5362
Uganda,2025,Both sexes,22.3591,9.6708,9.1539,2.7467,0.7877
Uganda,2025,Female,20.711,8.4703,9.2279,2.4762,0.5366
Uganda,2025,Male,24.2343,10.0303,9.9742,3.6787,0.5511
Ukraine,2000,Both sexes,34.3,15.0015,14.2546,4.2808,0.7631
Ukraine,2000,Female,23.8,9.8254,10.2257,2.6199,1.129
Ukraine,2000,Male,46.1,20.3712,18.6068,5.0362,2.0858
Ukraine,2005,Both sexes,35.6,15.9571,14.3709,4.8398,0.4322
Ukraine,2005,Female,24.2,10.2637,9.7933,3.1574,0.9856
Ukraine,2005,Male,48.4,21.6289,20.6423,4.4544,1.6744
Ukraine,2010,Both sexes,29.3,12.996,12.2215,2.8873,1.1952
Ukraine,2010,Female,20.0,8.5176,8.5779,2.105,0.7995
Ukraine,2010,Male,40.4,17.2939,17.9433,3.9058,1.257
Ukraine,2015,Both sexes,25.9,11.1918,10.4097,3.3957,0.9028
Ukraine,2015,Female,16.9,6.9944,7.3032,1.9651,0.6373
Ukraine,2015,Male,36.6,16.0635,15.5557,4.0914,0.8894
Ukraine,2020,Both sexes,24.7,9.9692,10.0621,4.3493,0.3194
Ukraine,2020,Female,16.2,7.0602,7.0222,1.6465,0.4711
Ukraine,2020,Male,35.1,15.4656,15.3605,3.159,1.1149
Ukraine,2025,Both sexes,25.3044,10.1695,10.3536,4.4546,0.3267
Ukraine,2025,Female,16.5136,7.1455,7.2154,1.6764,0.4763
Ukraine,2025,Male,35.7939,15.6665,15.7913,3.1979,1.1382
United Arab Emirates,2000,Both sexes,21.6,8.7924,8.6409,3.2508,0.9159
United Arab Emirates,2000,Female,20.6,8.4549,8.9252,2.949,0.2709
United Arab Emirates,2000,Male,22.0,8.8963,9.4972,2.5816,1.0249
United Arab Emirates,2005,Both sexes,18.9,7.5651,8.2671,2.1962,0.8716
United Arab Emirates,2005,Female,18.0,8.0403,7.6881,1.7118,0.5598
United Arab Emirates,2005,Male,19.1,7.7734,7.7318,3.0794,0.5154
United Arab Emirates,2010,Both sexes,18.1,7.6448,7.3055,2.2779,0.8718
United Arab Emirates,2010,Female,17.0,7.6377,7.2709,1.53,0.5614
United Arab Emirates,2010,Male,18.4,7.5654,8.2085,2.1286,0.4975
United Arab Emirates,2015,Both sexes,17.0,6.8418,6.8264,2.785,0.5468
United Arab Emirates,2015,Female,15.7,6.3062,6.5679,2.52,0.3059
United Arab Emirates,2015,Male,17.5,7.6668,7.4702,1.5995,0.7635
United Arab Emirates,2020,Both sexes,16.8,7.2896,7.0681,1.8109,0.6314
United Arab Emirates,2020,Female,15.5,6.7819,6.6997,1.6432,0.3752
United Arab Emirates,2020,Male,17.3,7.2175,7.1598,2.0599,0.8628
United Arab Emirates,2025,Both sexes,17.1394,7.3805,7.2521,1.8597,0.6471
United Arab Emirates,2025,Female,15.7752,6.9324,6.7799,1.6791,0.3838
United Arab Emirates,2025,Male,17.6465,7.3043,7.3665,2.0956,0.8801
United Kingdom of Great Britain and Northern Ireland,2000,Both sexes,16.4,6.8397,7.2187,1.589,0.7526
United Kingdom of Great Britain and Northern Ireland,2000,Female,12.9,5.7271,5.1684,1.388,0.6165
United Kingdom of Great Britain and Northern Ireland,2000,Male,20.0,8.5182,8.4555,2.8016,0.2247
United Kingdom of Great Britain and Northern Ireland,2005,Both sexes,14.2,5.9484,5.7531,1.9481,0.5504
United Kingdom of Great Britain and Northern Ireland,2005,Female,11.3,4.7033,4.7088,1.7632,0.1247
United Kingdom of Great Britain and Northern Ireland,2005,Male,17.1,7.2708,7.446,2.0419,0.3413
United Kingdom of Great Britain and Northern Ireland,2010,Both sexes,12.2,5.424,4.9998,1.3546,0.4216
United Kingdom of Great Britain and Northern Ireland,2010,Female,9.8,4.2431,4.2261,1.122,0.2088
United Kingdom of Great Britain and Northern Ireland,2010,Male,14.6,5.904,6.1258,2.0076,0.5626
United Kingdom of Great Britain and Northern Ireland,2015,Both sexes,11.2,4.8509,4.5686,1.3602,0.4203
United Kingdom of Great Britain and Northern Ireland,2015,Female,9.2,4.0243,3.8005,0.9587,0.4165
United Kingdom of Great Britain and Northern Ireland,2015,Male,13.3,5.4052,5.6029,2.0274,0.2645
United Kingdom of Great Britain and Northern Ireland,2020,Both sexes,10.9,4.689,4.4493,1.3317,0.43
United Kingdom of Great Britain and Northern Ireland,2020,Female,9.0,3.6771,3.9337,1.1902,0.199
United Kingdom of Great Britain and Northern Ireland,2020,Male,12.9,5.3543,5.4589,1.6485,0.4383
United Kingdom of Great Britain and Northern Ireland,2025,Both sexes,11.0687,4.7543,4.5174,1.3584,0.4386
United Kingdom of Great Britain and Northern Ireland,2025,Female,9.1932,3.7266,4.0396,1.2253,0.2017
United Kingdom of Great Britain and Northern Ireland,2025,Male,13.1356,5.4348,5.5675,1.6863,0.447
United Republic of Tanzania,2000,Both sexes,21.2,8.884,8.9166,2.5704,0.829
United Republic of Tanzania,2000,Female,20.6,8.586,8.8175,2.9121,0.2844
United Republic of Tanzania,2000,Male,21.8,9.2123,9.6538,1.962,0.9719
United Republic of Tanzania,2005,Both sexes,18.8,7.6172,7.9256,2.8963,0.3609
United Republic of Tanzania,2005,Female,18.5,8.238,7.9243,1.8904,0.4473
United Republic of Tanzania,2005,Male,19.1,8.1327,7.8821,2.1756,0.9096
United Republic of Tanzania,2010,Both sexes,17.9,7.4421,7.2632,2.9391,0.2556
United Republic of Tanzania,2010,Female,17.6,7.0584,7.2363,3.0895,0.2158
United Republic of Tanzania,2010,Male,18.4,8.0219,8.1462,1.8588,0.3731
United Republic of Tanzania,2015,Both sexes,17.9,7.8108,7.1606,2.0788,0.8498
United Republic of Tanzania,2015,Female,17.5,7.0331,7.1077,2.4938,0.8654
United Republic of Tanzania,2015,Male,18.5,7.5522,7.6161,2.9518,0.3799
United Republic of Tanzania,2020,Both sexes,17.9,7.5978,7.466,1.9954,0.8408
United Republic of Tanzania,2020,Female,17.4,7.1508,7.3331,2.2881,0.628
United Republic of Tanzania,2020,Male,18.5,7.4226,7.9378,2.5484,0.5912
United Republic of Tanzania,2025,Both sexes,18.3069,7.8193,7.6161,2.0176,0.8539
United Republic of Tanzania,2025,Female,17.6693,7.2553,7.4268,2.3505,0.6367
United Republic of Tanzania,2025,Male,18.9617,7.6237,8.1359,2.6031,0.599
United States of America,2000,Both sexes,18.0,7.3743,7.5112,2.6768,0.4377
United States of America,2000,Female,14.6,6.5263,6.4912,1.314,0.2685
United States of America,2000,Male,21.6,8.6491,9.5463,3.1609,0.2437
United States of America,2005,Both sexes,16.0,6.5851,6.5091,2.6199,0.2859
United States of America,2005,Female,13.0,5.6077,5.4056,1.3506,0.6361
United States of America,2005,Male,19.2,7.7331,7.8702,3.3976,0.1991
United States of America,2010,Both sexes,14.5,5.8859,5.8099,2.4834,0.3208
United States of America,2010,Female,11.7,4.97,4.9264,1.4946,0.309
United States of America,2010,Male,17.4,7.5673,7.6475,1.8054,0.3798
United States of America,2015,Both sexes,14.3,6.3414,6.1263,1.4378,0.3945
United States of America,2015,Female,11.6,4.9964,5.1227,1.1357,0.3452
United States of America,2015,Male,17.2,6.9378,7.2796,2.2459,0.7367
United States of America,2020,Both sexes,14.6,5.9863,6.1418,2.2054,0.2665
United States of America,2020,Female,11.8,5.0774,5.1282,1.2956,0.2988
United States of America,2020,Male,17.5,7.767,7.1385,2.1005,0.494
United States of America,2025,Both sexes,14.8427,6.0854,6.2342,2.2487,0.2744
United States of America,2025,Female,12.001,5.1781,5.1964,1.3231,0.3034
United States of America,2025,Male,17.817,7.8773,7.3144,2.1248,0.5005
Uruguay,2000,Both sexes,20.6,8.6653,8.7936,2.8945,0.2466
Uruguay,2000,Female,14.1,5.7255,5.7202,2.2815,0.3728
Uruguay,2000,Male,27.8,11.1233,11.4603,4.1817,1.0347
Uruguay,2005,Both sexes,19.1,7.897,8.407,2.5713,0.2247
Uruguay,2005,Female,13.6,5.7084,5.7747,1.5018,0.6151
Uruguay,2005,Male,25.2,11.33,10.2442,2.5713,1.0545
Uruguay,2010,Both sexes,17.7,7.4708,7.5142,1.9371,0.7779
Uruguay,2010,Female,12.4,5.5087,5.3178,1.3399,0.2336
Uruguay,2010,Male,23.4,10.1861,9.9338,2.8049,0.4752
Uruguay,2015,Both sexes,17.1,6.9295,7.5434,2.3125,0.3146
Uruguay,2015,Female,12.9,5.2571,5.4848,1.6155,0.5426
Uruguay,2015,Male,21.8,9.1496,9.0651,3.0184,0.5669
Uruguay,2020,Both sexes,16.7,7.1339,7.2259,1.9146,0.4256
Uruguay,2020,Female,12.5,5.2858,5.3435,1.3018,0.5689
Uruguay,2020,Male,21.4,9.2525,8.6079,3.2793,0.2603
Uruguay,2025,Both sexes,16.9383,7.208,7.3489,1.9465,0.4349
Uruguay,2025,Female,12.7415,5.394,5.4343,1.3369,0.5763
Uruguay,2025,Male,21.7973,9.4693,8.7396,3.3223,0.2661
Uzbekistan,2000,Both sexes,29.3,12.7006,12.9383,3.192,0.4691
Uzbekistan,2000,Female,24.3,9.8767,10.2892,3.3096,0.8245
Uzbekistan,2000,Male,34.4,13.8264,15.2717,4.5246,0.7773
Uzbekistan,2005,Both sexes,29.9,13.0497,13.3532,2.8646,0.6325
Uzbekistan,2005,Female,24.6,9.9103,10.9393,2.9831,0.7673
Uzbekistan,2005,Male,35.2,15.7524,14.1913,4.0552,1.2011
Uzbekistan,2010,Both sexes,26.5,11.0761,11.2299,3.5437,0.6503
Uzbekistan,2010,Female,21.7,9.0938,8.8328,3.0139,0.7595
Uzbekistan,2010,Male,31.5,13.6096,14.0195,3.3494,0.5215
Uzbekistan,2015,Both sexes,24.8,10.1294,10.939,2.7205,1.0111
Uzbekistan,2015,Female,20.0,8.1219,8.5098,2.7001,0.6682
Uzbekistan,2015,Male,30.1,12.9381,12.5475,3.9974,0.617
Uzbekistan,2020,Both sexes,24.5,10.5936,10.6723,2.8142,0.4199
Uzbekistan,2020,Female,19.6,8.6763,8.6862,1.764,0.4735
Uzbekistan,2020,Male,29.7,11.9982,13.2765,3.8187,0.6066
Uzbekistan,2025,Both sexes,25.1226,10.8899,10.9302,2.8717,0.4308
Uzbekistan,2025,Female,20.0627,8.9026,8.8695,1.8101,0.4805
Uzbekistan,2025,Male,30.2149,12.1576,13.5069,3.9282,0.6222
Vanuatu,2000,Both sexes,27.9,12.1188,11.2936,3.1791,1.3085
Vanuatu,2000,Female,24.4,10.074,10.6061,3.4372,0.2827
Vanuatu,2000,Male,30.8,13.1954,12.8801,3.4844,1.2401
Vanuatu,2005,Both sexes,25.6,10.5907,10.643,3.9907,0.3756
Vanuatu,2005,Female,22.3,9.9329,9.0365,2.4651,0.8655
Vanuatu,2005,Male,28.4,11.7479,11.6575,4.1933,0.8013
Vanuatu,2010,Both sexes,24.9,10.2336,10.5061,3.1324,1.0279
Vanuatu,2010,Female,21.1,9.3247,9.1308,2.2407,0.4038
Vanuatu,2010,Male,28.2,12.3854,11.9191,2.7199,1.1756
Vanuatu,2015,Both sexes,23.7,10.0918,9.6622,2.8353,1.1107
Vanuatu,2015,Female,19.6,8.0363,8.0468,2.7813,0.7356
Vanuatu,2015,Male,27.6,12.0853,12.0498,2.484,0.9809
Vanuatu,2020,Both sexes,23.3,9.3561,9.6403,4.0401,0.2635
Vanuatu,2020,Female,19.2,8.2916,7.8352,2.1856,0.8876
Vanuatu,2020,Male,27.2,11.4517,12.0973,2.448,1.203
Vanuatu,2025,Both sexes,23.7581,9.5979,9.756,4.1365,0.2677
Vanuatu,2025,Female,19.5494,8.4406,7.9715,2.2262,0.9111
Vanuatu,2025,Male,27.7186,11.5953,12.413,2.4727,1.2376
Venezuela (Bolivarian Republic of),2000,Both sexes,21.6,9.4041,8.6737,2.5544,0.9678
Venezuela (Bolivarian Republic of),2000,Female,18.3,8.1986,7.9542,1.647,0.5002
Venezuela (Bolivarian Republic of),2000,Male,24.9,10.1326,10.1185,4.2249,0.424
Venezuela (Bolivarian Republic of),2005,Both sexes,19.4,8.5895,8.0961,1.7654,0.949
Venezuela (Bolivarian Republic of),2005,Female,16.2,7.0511,6.8453,2.0763,0.2273
Venezuela (Bolivarian Republic of),2005,Male,22.8,10.2369,9.4258,2.8719,0.2654
Venezuela (Bolivarian Republic of),2010,Both sexes,18.4,7.8425,8.1016,2.0118,0.4441
Venezuela (Bolivarian Republic of),2010,Female,14.9,6.5518,6.0337,2.0037,0.3108
Venezuela (Bolivarian Republic of),2010,Male,22.0,9.5064,9.0702,3.1072,0.3162
Venezuela (Bolivarian Republic of),2015,Both sexes,18.2,8.0936,7.7331,1.638,0.7353
Venezuela (Bolivarian Republic of),2015,Female,14.6,6.1364,6.4431,1.7415,0.279
Venezuela (Bolivarian Republic of),2015,Male,21.9,9.6375,9.2095,2.6325,0.4205
Venezuela (Bolivarian Republic of),2020,Both sexes,18.1,7.9997,7.6456,1.8128,0.6419
Venezuela (Bolivarian Republic of),2020,Female,14.5,6.1431,6.2479,1.6994,0.4096
Venezuela (Bolivarian Republic of),2020,Male,21.8,8.9611,9.458,2.4894,0.8915
Venezuela (Bolivarian Republic of),2025,Both sexes,18.4235,8.1069,7.8212,1.8381,0.6573
Venezuela (Bolivarian Republic of),2025,Female,14.7129,6.2369,6.3366,1.7223,0.4171
Venezuela (Bolivarian Republic of),2025,Male,22.2477,9.0964,9.6898,2.5596,0.9019
Viet Nam,2000,Both sexes,18.6,7.8523,7.9849,1.8507,0.9121
Viet Nam,2000,Female,12.7,5.2013,5.3599,1.7147,0.4241
Viet Nam,2000,Male,25.3,10.7934,11.2652,2.9044,0.337
Viet Nam,2005,Both sexes,18.4,7.5567,7.4571,2.6995,0.6867
Viet Nam,2005,Female,12.4,4.9923,5.5082,1.3476,0.5519
Viet Nam,2005,Male,25.2,10.9125,11.2778,2.268,0.7417
Viet Nam,2010,Both sexes,18.0,7.8173,7.9499,1.8728,0.36
Viet Nam,2010,Female,12.1,5.1341,5.0298,1.7464,0.1897
Viet Nam,2010,Male,24.8,10.6758,10.6456,2.8638,0.6148
Viet Nam,2015,Both sexes,17.3,7.7553,6.9329,2.1059,0.5059
Viet Nam,2015,Female,11.6,4.8926,4.8806,1.3708,0.456
Viet Nam,2015,Male,23.6,9.8334,9.97,3.022,0.7746
Viet Nam,2020,Both sexes,17.1,7.18,7.1275,2.4611,0.3314
Viet Nam,2020,Female,11.5,4.7478,5.1455,1.4136,0.1931
Viet Nam,2020,Male,23.4,9.9224,10.0056,2.6467,0.8253
Viet Nam,2025,Both sexes,17.4948,7.3317,7.3249,2.4998,0.3384
Viet Nam,2025,Female,11.7584,4.8853,5.2411,1.4352,0.1968
Viet Nam,2025,Male,23.8694,10.1033,10.229,2.7005,0.8366
Yemen,2000,Both sexes,33.1,13.8958,14.8351,3.3245,1.0446
Yemen,2000,Female,30.5,13.1834,12.7703,3.0812,1.4651
Yemen,2000,Male,35.7,14.7939,14.4947,5.0498,1.3616
Yemen,2005,Both sexes,32.6,14.5618,14.4538,2.9538,0.6306
Yemen,2005,Female,30.1,12.6023,13.0656,4.0546,0.3775
Yemen,2005,Male,35.2,15.4499,15.1511,3.168,1.431
Yemen,2010,Both sexes,31.9,13.0339,13.6051,4.572,0.689
Yemen,2010,Female,29.4,12.1764,11.7604,5.0199,0.4433
Yemen,2010,Male,34.5,14.8849,14.0034,4.3629,1.2488
Yemen,2015,Both sexes,30.7,13.4626,13.0469,3.5087,0.6818
Yemen,2015,Female,28.2,11.6755,12.3109,3.6585,0.5551
Yemen,2015,Male,33.3,14.9413,14.4245,3.0574,0.8768
Yemen,2020,Both sexes,30.6,13.4888,13.752,2.754,0.6052
Yemen,2020,Female,28.2,11.5599,11.9777,3.543,1.1194
Yemen,2020,Male,33.2,13.3587,14.6099,4.0967,1.1347
Yemen,2025,Both sexes,31.0091,13.6578,13.9397,2.7931,0.6185
Yemen,2025,Female,28.74,11.7288,12.2784,3.5847,1.1481
Yemen,2025,Male,34.124,13.7524,15.0313,4.1868,1.1535
Zambia,2000,Both sexes,23.2,9.4574,9.36,3.2265,1.1561
Zambia,2000,Female,24.4,10.9021,10.3946,2.5033,0.6
Zambia,2000,Male,21.8,9.0348,8.8827,3.4543,0.4282
Zambia,2005,Both sexes,21.1,8.9531,8.7549,2.6424,0.7496
Zambia,2005,Female,21.7,8.7238,8.7828,3.9705,0.2229
Zambia,2005,Male,20.4,8.4539,8.4007,2.7453,0.8001
Zambia,2010,Both sexes,19.9,8.4385,8.3344,2.6389,0.4882
Zambia,2010,Female,20.0,8.1948,8.816,2.1471,0.8421
Zambia,2010,Male,19.8,7.9717,8.5987,2.6861,0.5435
Zambia,2015,Both sexes,18.0,7.9156,7.3631,2.0287,0.6926
Zambia,2015,Female,17.6,7.8873,7.1515,2.0892,0.472
Zambia,2015,Male,18.6,7.798,7.8141,2.2191,0.7688
Zambia,2020,Both sexes,17.9,7.1799,7.4318,2.4498,0.8385
Zambia,2020,Female,17.4,7.6767,7.0497,1.8432,0.8304
Zambia,2020,Male,18.5,7.6969,7.6333,2.5895,0.5803
Zambia,2025,Both sexes,18.2378,7.3627,7.537,2.4771,0.861
Zambia,2025,Female,17.7506,7.7754,7.2344,1.8882,0.8526
Zambia,2025,Male,18.8118,7.826,7.7612,2.6347,0.5899
Zimbabwe,2000,Both sexes,21.6,9.0283,8.7759,3.0706,0.7252
Zimbabwe,2000,Female,21.7,9.5447,9.3206,2.5336,0.3011
Zimbabwe,2000,Male,21.6,9.2072,8.8592,2.9272,0.6064
Zimbabwe,2005,Both sexes,22.5,9.3525,9.332,2.9304,0.8851
Zimbabwe,2005,Female,22.9,10.188,9.5606,2.4174,0.734
Zimbabwe,2005,Male,22.1,9.8028,9.0528,2.9371,0.3073
Zimbabwe,2010,Both sexes,21.1,8.7622,8.6063,3.3736,0.3579
Zimbabwe,2010,Female,21.5,9.0079,9.1445,2.6485,0.6991
Zimbabwe,2010,Male,20.5,8.9798,8.2162,2.6416,0.6624
Zimbabwe,2015,Both sexes,19.4,7.8239,7.9456,3.1204,0.5101
Zimbabwe,2015,Female,19.9,8.2138,8.0864,3.3542,0.2456
Zimbabwe,2015,Male,18.6,8.3114,7.7908,1.8177,0.6801
Zimbabwe,2020,Both sexes,19.3,8.5628,8.1012,2.1844,0.4516
Zimbabwe,2020,Female,19.8,8.5905,8.2067,2.3476,0.6552
Zimbabwe,2020,Male,18.7,7.6738,7.8332,2.7691,0.4239
Zimbabwe,2025,Both sexes,19.7778,8.7953,8.2949,2.2305,0.4571
Zimbabwe,2025,Female,20.2122,8.7896,8.3612,2.3976,0.6638
Zimbabwe,2025,Male,19.0848,7.7979,8.0315,2.8202,0.4352
Afghanistan,2026,Both sexes,31.0161,12.637,13.5824,2.9005,1.2138
