application_number,sponsor_name,brand_name,dosage_form,route,marketing_status,prescription,price_per_dose
ANDA206389,ENCUBE,BETAMETHASONE DIPROPIONATE,"LOTION, AUGMENTED",TOPICAL,Prescription,other,689.96
ANDA206392,AMNEAL PHARMS,ASPIRIN AND DIPYRIDAMOLE,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,other,650.17
ANDA206411,ZYDUS LIFESCIENCES,DICLOFENAC SODIUM,SOLUTION,TOPICAL,Prescription,infc respiratory,4492.56
NDA206426,BIOCRYST,RAPIVAB,SOLUTION,INTRAVENOUS,Prescription,ETS,2324.37
ANDA206456,PHARMOBEDIENT,OXYCODONE HYDROCHLORIDE,SOLUTION,ORAL,Discontinued,hepatitis,91.43
NDA206473,HOSPIRA,LINEZOLID IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SOLUTION,INTRAVENOUS,Prescription,ETS,3171.73
ANDA206483,ORIENT PHARMA CO LTD,GLYBURIDE,TABLET,ORAL,Prescription,diabetes,151.27
ANDA206490,INGENUS PHARMS LLC,NORETHINDRONE ACETATE,TABLET,ORAL,Prescription,other,521.97
ANDA206503,SOMERSET THERAPS LLC,CYANOCOBALAMIN,INJECTABLE,INJECTION,Prescription,HIV,3462.06
NDA019658,BAYER HEALTHCARE LLC,CLARITIN HIVES RELIEF,TABLET,ORAL,Over-the-counter,infc respiratory,1651.74
ANDA206573,PHARM ASSOC,MORPHINE SULFATE,SOLUTION,ORAL,Prescription,cardiovascular,1530.64
ANDA206576,TWI PHARMS INC,OXCARBAZEPINE,"TABLET, EXTENDED RELEASE",ORAL,None (Tentative Approval),cancer,66522.46
NDA019668,VIATRIS,CARDURA,TABLET,ORAL,Prescription,other,245.94
NDA206610,RISING,ACETAMINOPHEN,POWDER,INTRAVENOUS,Discontinued,other,456.86
ANDA206631,LUPIN LTD,OLMESARTAN MEDOXOMIL,TABLET,ORAL,Discontinued,other,492.13
ANDA206652,AMNEAL PHARMS,ENTECAVIR,TABLET,ORAL,Prescription,cardiovascular,4798.14
NDA019672,ALZA,EFIDAC 24 PSEUDOEPHEDRINE HYDROCHLORIDE/BROMPHENIRAMINE MALEATE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,other,598.85
ANDA206661,SCIEGEN PHARMS,HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE,SOLUTION,ORAL,Discontinued,cancer,3139.48
ANDA206665,PH HEALTH,ALISKIREN HEMIFUMARATE,TABLET,ORAL,Prescription,diabetes,198.45
ANDA206666,SETON PHARMS,PENTAMIDINE ISETHIONATE,INJECTABLE,INJECTION,Prescription,chronic respiratory,3595.74
ANDA206670,EUGIA PHARMA,VECURONIUM BROMIDE,INJECTABLE,INJECTION,Prescription,other,425.96
ANDA206676,REGCON HOLDINGS,CYPROHEPTADINE HYDROCHLORIDE,TABLET,ORAL,Prescription,other,192.14
NDA206679,SALERNO PHARMS,FLOLIPID,SUSPENSION,ORAL,Prescription,other,81.1
ANDA206691,MYLAN,PERPHENAZINE,TABLET,ORAL,Discontinued,other,672.52
ANDA206721,COREPHARMA,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE",TABLET,ORAL,Discontinued,ETS,1618.93
ANDA206729,MICRO LABS LTD,NEBIVOLOL HYDROCHLORIDE,TABLET,ORAL,None (Tentative Approval),other,230.25
ANDA206743,AUROBINDO PHARMA,DARIFENACIN HYDROBROMIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,chronic respiratory,1930.77
NDA019683,HOSPIRA INC,AMINOSYN II 5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,diabetes,138.94
NDA019683,HOSPIRA INC,AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 20% W/ CALCIUM IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,diabetes,150.76
NDA019683,HOSPIRA INC,AMINOSYN II 4.25% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,hepatitis,3243.59
NDA019683,HOSPIRA INC,AMINOSYN II 3.5% W/ ELECTROLYTES IN DEXTROSE 25% W/ CALCIUM IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,863.4
ANDA206838,JUBILANT GENERICS,LEVETIRACETAM,INJECTABLE,INTRAVENOUS,Discontinued,cancer,22031.99
ANDA206852,AUROBINDO PHARMA,LO SIMPESSE,TABLET,ORAL,Prescription,cardiovascular,6385.62
ANDA206857,WILSHIRE PHARMS INC,TIAGABINE HYDROCHLORIDE,TABLET,ORAL,Discontinued,chronic respiratory,550.52
ANDA206864,NAARI PTE,NORETHINDRONE AND ETHINYL ESTRADIOL,TABLET,ORAL-28,Prescription,cancer,54883.88
ANDA206877,AUROBINDO PHARMA,OMEPRAZOLE MAGNESIUM,"TABLET, DELAYED RELEASE",ORAL,Over-the-counter,chronic respiratory,2940.59
NDA019691,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,217.02
NDA019691,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,392.3
NDA019691,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,827.37
NDA019691,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Prescription,diabetes,72.26
NDA019691,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,435.07
NDA019691,OTSUKA ICU MEDCL,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,chronic respiratory,4667.03
ANDA206891,ACELLA,HYDROCODONE BITARTRATE AND CHLORPHENIRAMINE MALEATE,SOLUTION,ORAL,Discontinued,cancer,50510.07
ANDA206916,BAXTER HLTHCARE CORP,PALONOSETRON HYDROCHLORIDE,INJECTABLE,INTRAVENOUS,Prescription,diabetes,158.77
ANDA206917,EUGIA PHARMA,LINEZOLID,SOLUTION,INTRAVENOUS,Prescription,chronic respiratory,4142.99
ANDA206924,HISUN PHARM HANGZHOU,OLANZAPINE,TABLET,ORAL,Discontinued,hepatitis,1058.68
ANDA206935,NOVAST LABS,IRINOTECAN HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,other,219.0
ANDA206937,TORRENT,FLUOXETINE HYDROCHLORIDE,TABLET,ORAL,Prescription,ETS,3805.03
ANDA206992,GLAND,MESNA,INJECTABLE,INTRAVENOUS,Prescription,other,753.55
ANDA206994,DR REDDYS,LUBIPROSTONE,CAPSULE,ORAL,Prescription,chronic respiratory,347.91
ANDA206996,APOTEX,PIPERACILLIN AND TAZOBACTAM,INJECTABLE,INJECTION,Prescription,cardiovascular,3258.86
ANDA207005,HOSPIRA,PALONOSETRON HYDROCHLORIDE,INJECTABLE,INTRAVENOUS,Prescription,diabetes,109.78
ANDA207062,RENATA,ROSUVASTATIN CALCIUM,TABLET,ORAL,Prescription,other,829.21
ANDA207084,RENEW PHARMS,DICYCLOMINE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,cancer,42301.85
ANDA207088,MACLEODS PHARMS LTD,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE",TABLET,ORAL,Prescription,other,926.0
ANDA207095,SHANDONG XINHUA,IBUPROFEN,TABLET,ORAL,Over-the-counter,chronic respiratory,4983.21
ANDA207100,SAGENT PHARMS INC,DECITABINE,INJECTABLE,INTRAVENOUS,Prescription,chronic respiratory,3914.59
ANDA207101,BAXTER HLTHCARE CORP,SUMATRIPTAN SUCCINATE,INJECTABLE,SUBCUTANEOUS,Discontinued,cardiovascular,6680.55
ANDA207178,APPCO,SILDENAFIL CITRATE,TABLET,ORAL,Prescription,other,392.51
ANDA207198,DR REDDYS,ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED RELEASE",ORAL,Over-the-counter,other,67.97
ANDA207201,APPCO,GLYCOPYRROLATE,TABLET,ORAL,Prescription,diabetes,135.97
NDA207202,OTSUKA,ABILIFY MYCITE KIT,TABLET,ORAL,Discontinued,cancer,36298.15
NDA019734,CHIESI,CARDENE IN 4.8% DEXTROSE IN PLASTIC CONTAINER,INJECTABLE,INTRAVENOUS,Prescription,other,351.55
NDA019734,CHIESI,CARDENE IN 5.0% DEXTROSE IN PLASTIC CONTAINER,INJECTABLE,INTRAVENOUS,Discontinued,hepatitis,3454.16
NDA019734,CHIESI,CARDENE IN 0.86% SODIUM CHLORIDE IN PLASTIC CONTAINER,INJECTABLE,INTRAVENOUS,Prescription,chronic respiratory,2345.01
NDA019734,CHIESI,CARDENE,INJECTABLE,INJECTION,Prescription,tuberculosis,3772.86
NDA019734,CHIESI,CARDENE IN 0.83% SODIUM CHLORIDE IN PLASTIC CONTAINER,INJECTABLE,INTRAVENOUS,Prescription,cancer,39937.69
ANDA207216,AJANTA PHARMA LTD,AMLODIPINE AND OLMESARTAN MEDOXOMIL,TABLET,ORAL,Prescription,tuberculosis,796.77
ANDA207266,BAXTER HLTHCARE CORP,BUPIVACAINE HYDROCHLORIDE,INJECTABLE,SPINAL,Discontinued,tuberculosis,2333.67
ANDA207293,MACLEODS PHARMS LTD,FEBUXOSTAT,TABLET,ORAL,Prescription,cardiovascular,9512.57
NDA019758,HERITAGE LIFE,CLOZARIL,TABLET,ORAL,Discontinued,other,801.72
ANDA207320,GLAND,REGADENOSON,SOLUTION,INTRAVENOUS,Prescription,other,206.54
ANDA207321,GLAND,DEXRAZOXANE HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,other,391.91
ANDA207326,GLAND,PACLITAXEL,INJECTABLE,INJECTION,Prescription,other,927.86
ANDA207337,SANDOZ INC,TESTOSTERONE,"SOLUTION, METERED",TRANSDERMAL,None (Tentative Approval),cardiovascular,1280.81
ANDA207338,ACTAVIS LABS FL INC,FENTANYL CITRATE,TABLET,SUBLINGUAL,Discontinued,diabetes,88.09
ANDA207342,AMNEAL PHARMS,GUAIFENESIN,"TABLET, EXTENDED RELEASE",ORAL,Over-the-counter,chronic respiratory,1348.0
NDA019762,ALZA,TESTODERM,"FILM, EXTENDED RELEASE",TRANSDERMAL,Discontinued,other,571.36
ANDA207355,ACTAVIS LABS FL INC,POSACONAZOLE,"TABLET, DELAYED RELEASE",ORAL,Discontinued,HIV,2083.13
ANDA207382,ZYDUS,TOPIRAMATE,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,other,80.79
ANDA207403,MICRO LABS,BUPROPION HYDROCHLORIDE,TABLET,ORAL,Prescription,other,629.55
ANDA207405,ALKEM LABS LTD,TAMSULOSIN HYDROCHLORIDE,CAPSULE,ORAL,Prescription,cancer,10087.97
ANDA207409,ALEMBIC PHARMS LTD,ILOPERIDONE,TABLET,ORAL,None (Tentative Approval),other,606.81
ANDA207414,CHARTWELL MOLECULAR,METHYLPHENIDATE HYDROCHLORIDE,SOLUTION,ORAL,Discontinued,chronic respiratory,2559.69
ANDA207420,ASCENT PHARMS INC,OMEGA-3-ACID ETHYL ESTERS,CAPSULE,ORAL,Prescription,other,494.17
ANDA207421,ASCENT PHARMS INC,DRONABINOL,CAPSULE,ORAL,Prescription,other,68.43
ANDA207427,REGCON HOLDINGS,METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,ETS,3214.14
ANDA207437,MICRO LABS,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE",TABLET,ORAL,Prescription,other,431.89
ANDA207477,ACCORD HLTHCARE,SOLIFENACIN SUCCINATE,TABLET,ORAL,Discontinued,HIV,2084.98
ANDA207480,AMNEAL,OLMESARTAN MEDOXOMIL,TABLET,ORAL,Discontinued,chronic respiratory,3002.43
ANDA207496,AM REGENT,METHOCARBAMOL,SOLUTION,IM-IV,Prescription,cancer,60703.56
ANDA207499,NEXUS,SODIUM NITROPRUSSIDE,INJECTABLE,INJECTION,Prescription,other,16.02
NDA019778,MERCK,PRINZIDE,TABLET,ORAL,Discontinued,other,126.1
ANDA207524,SOMERSET THERAPS LLC,TROPICAMIDE,SOLUTION/DROPS,OPHTHALMIC,Prescription,diabetes,85.48
ANDA207528,SIGMAPHARM LABS LLC,POTASSIUM CHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,chronic respiratory,3405.99
ANDA207535,AUROBINDO PHARMA,NEXESTA FE,TABLET,ORAL,Prescription,other,577.16
ANDA207551,AMNEAL PHARMS CO,DEXMEDETOMIDINE HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,other,757.87
ANDA207563,INGENUS PHARMS LLC,DOCETAXEL,INJECTABLE,INJECTION,Discontinued,cancer,74112.66
ANDA207567,WATSON LABS TEVA,TRIENTINE HYDROCHLORIDE,CAPSULE,ORAL,Prescription,diabetes,177.98
ANDA207574,SANALUZ,OXYCODONE AND ACETAMINOPHEN,TABLET,ORAL,Discontinued,other,377.44
ANDA207581,AUROBINDO PHARMA,AUROVELA 1.5/30,TABLET,ORAL-21,Prescription,other,345.72
ANDA207764,ZYDUS LIFESCIENCES,NYSTATIN AND TRIAMCINOLONE ACETONIDE,OINTMENT,TOPICAL,Prescription,cardiovascular,8318.6
ANDA207771,ZYDUS PHARMS,AMLODIPINE AND OLMESARTAN MEDOXOMIL,TABLET,ORAL,Prescription,cancer,23912.63
ANDA207794,NEXUS,BUSULFAN,INJECTABLE,INJECTION,Discontinued,cancer,46225.0
ANDA207842,WESTMINSTER PHARMS,EPLERENONE,TABLET,ORAL,Prescription,other,195.13
ANDA207846,CHARTWELL RX,NALOXONE HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,chronic respiratory,4573.51
ANDA207867,PLD ACQUISITIONS LLC,ZOLMITRIPTAN,TABLET,ORAL,Prescription,diabetes,111.17
ANDA207874,IPCA LABS LTD,BUPROPION HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,213.27
ANDA207891,SUN PHARM,OMEPRAZOLE,"TABLET, DELAYED RELEASE",ORAL,Over-the-counter,other,692.32
NDA207926,ALCON,PHENYLEPHRINE HYDROCHLORIDE,SOLUTION/DROPS,OPHTHALMIC,Prescription,chronic respiratory,1260.99
ANDA207956,LABORATORIOS GRIFOLS,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Prescription,cardiovascular,9437.86
NDA207960,NEXTWAVE PHARMS,QUILLICHEW ER,"TABLET, EXTENDED RELEASE, CHEWABLE",ORAL,Prescription,other,368.25
NDA207962,SCILEX PHARMS,ZTLIDO,PATCH,TOPICAL,Prescription,other,664.98
ANDA207967,B BRAUN MEDICAL,MAGNESIUM SULFATE,INJECTABLE,INJECTION,Prescription,other,345.9
NDA207970,ACTAVIS,CABAZITAXEL,SOLUTION,INTRAVENOUS,Discontinued,cardiovascular,8082.09
NDA207988,IRONWOOD PHARMS INC,ZURAMPIC,TABLET,ORAL,Discontinued,diabetes,184.54
NDA208010,EIRGEN,RAYALDEE,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,other,788.13
ANDA208028,INVAGEN PHARMS,LURASIDONE HYDROCHLORIDE,TABLET,ORAL,Prescription,other,848.65
NDA019829,GE HEALTHCARE,CERETEC,INJECTABLE,INJECTION,Prescription,cancer,10367.71
ANDA208075,APOTEX,CEFTAROLINE FOSAMIL,POWDER,INTRAVENOUS,Prescription,other,924.14
NDA208114,JAZZ PHARMS INC,DEFITELIO,SOLUTION,INTRAVENOUS,Prescription,other,624.68
NDA004056,BRISTOL MYERS SQUIBB,STILBETIN,TABLET,ORAL,Discontinued,other,869.35
NDA004056,BRISTOL MYERS SQUIBB,STILBESTROL,INJECTABLE,INJECTION,Discontinued,cardiovascular,6860.15
ANDA208256,MSN,ROFLUMILAST,TABLET,ORAL,Prescription,cancer,20344.4
NDA208286,DR REDDYS LABS LTD,ZENAVOD,CAPSULE,ORAL,None (Tentative Approval),cancer,61033.6
NDA019851,VALIDUS PHARMS,LOTENSIN,TABLET,ORAL,Prescription,diabetes,63.64
ANDA208320,GLENMARK SPECLT,TRIAMCINOLONE ACETONIDE,OINTMENT,TOPICAL,Discontinued,cardiovascular,6972.44
ANDA208335,SUNSHINE,LINAGLIPTIN,TABLET,ORAL,Prescription,other,409.59
ANDA208390,WATSON LABS INC,TICAGRELOR,TABLET,ORAL,Prescription,other,152.58
ANDA208431,MYLAN,LINAGLIPTIN,TABLET,ORAL,Prescription,other,979.25
NDA208434,HOFFMANN-LA ROCHE,ALECENSA,CAPSULE,ORAL,Prescription,other,901.18
ANDA208436,TEVA PHARMS USA INC,AZELASTINE HYDROCHLORIDE AND FLUTICASONE PROPIONATE,"SPRAY, METERED",NASAL,Prescription,cancer,89375.66
ANDA208443,ACTAVIS LABS FL,FIDAXOMICIN,TABLET,ORAL,Prescription,cancer,78924.27
ANDA208453,APOTEX,ABIRATERONE ACETATE,TABLET,ORAL,Prescription,hepatitis,3475.31
ANDA208465,SCIEGEN PHARMS,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE,TABLET,ORAL,Prescription,diabetes,148.26
BLA208471,SANOFI-AVENTIS US,ADLYXIN,SOLUTION,SUBCUTANEOUS,Prescription,HIV,575.16
ANDA208537,INVAGEN PHARMS,TICAGRELOR,TABLET,ORAL,Prescription,cardiovascular,9010.63
ANDA208540,ALVOGEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,TABLET,ORAL,Discontinued,diabetes,182.17
NDA208552,MAYNE PHARMA,RHOFADE,CREAM,TOPICAL,Prescription,other,748.1
NDA208582,ALTAIRE PHARMS INC,ALTAFLUOR BENOX,SOLUTION/DROPS,OPHTHALMIC,Prescription,cardiovascular,9276.78
ANDA208593,ABHAI LLC,OXYCODONE HYDROCHLORIDE,SOLUTION,ORAL,Prescription,hepatitis,2787.76
NDA208610,MELINTA,BAXDELA,TABLET,ORAL,Prescription,cardiovascular,4504.04
ANDA208615,SCINOPHARM TAIWAN,FONDAPARINUX SODIUM,SOLUTION,SUBCUTANEOUS,Prescription,other,967.98
ANDA208667,BEACH PRODS,CLOBETASOL PROPIONATE,LOTION,TOPICAL,Discontinued,other,464.67
ANDA208672,MACLEODS PHARMS LTD,MEMANTINE HYDROCHLORIDE AND DONEPEZIL HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,cardiovascular,6431.18
ANDA208702,PADAGIS ISRAEL,ACYCLOVIR,CREAM,TOPICAL,Prescription,other,373.69
ANDA208717,CADILA PHARMS LTD,NEBIVOLOL HYDROCHLORIDE,TABLET,ORAL,Prescription,cardiovascular,6381.45
ANDA208749,MAIA PHARMS INC,LEVOTHYROXINE SODIUM,POWDER,INTRAVENOUS,Prescription,other,720.38
NDA208780,LEGACY PHARMA,ESBRIET,TABLET,ORAL,Prescription,chronic respiratory,3142.04
ANDA208805,AMNEAL PHARMS CO,ETHACRYNIC ACID,TABLET,ORAL,Prescription,cancer,51553.38
ANDA208827,B BRAUN MEDICAL,HEPARIN SODIUM,INJECTABLE,INJECTION,Discontinued,other,300.81
ANDA208840,AMNEAL PHARMS CO,TRANEXAMIC ACID,INJECTABLE,INJECTION,Prescription,cardiovascular,6456.26
NDA208845,PACIRA PHARMS INC,ZILRETTA,"FOR SUSPENSION, EXTENDED RELEASE",INTRA-ARTICULAR,Prescription,hepatitis,4546.72
ANDA208890,AMNEAL,RITONAVIR,TABLET,ORAL,Prescription,diabetes,51.04
ANDA208908,HOSPIRA INC,EPINEPHRINE,SOLUTION,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",None (Tentative Approval),other,134.8
ANDA208909,SOMERSET THERAPS LLC,NITROFURANTOIN,SUSPENSION,ORAL,Prescription,chronic respiratory,642.88
NDA208912,EYEPOINT PHARMS,DEXYCU KIT,SUSPENSION,INTRAOCULAR,Prescription,other,923.28
ANDA208915,CIPLA,CINACALCET HYDROCHLORIDE,TABLET,ORAL,Prescription,chronic respiratory,3330.6
NDA208944,SUPERNUS PHARMS,GOCOVRI,"CAPSULE, EXTENDED RELEASE",ORAL,Prescription,cancer,95188.45
ANDA208963,ZYDUS PHARMS,FLUCONAZOLE,TABLET,ORAL,Prescription,other,583.23
ANDA208970,ZYDUS LIFESCIENCES,FELBAMATE,TABLET,ORAL,Prescription,other,462.27
NDA019917,ICU MEDICAL INC,MORPHINE SULFATE,INJECTABLE,INJECTION,Discontinued,infc respiratory,3972.1
ANDA208994,SUN PHARM INDS INC,TECHNETIUM TC99M MERTIATIDE KIT,INJECTABLE,INJECTION,Prescription,cancer,16262.04
NDA209112,MCGUFF,ASCOR,SOLUTION,INTRAVENOUS,Prescription,other,381.96
ANDA209190,IBSA,LIDOCAINE,PATCH,TOPICAL,Prescription,cardiovascular,4689.43
ANDA209197,BPI LABS,MELPHALAN HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,cancer,29986.15
ANDA209208,UPSHER SMITH LABS,EXEMESTANE,TABLET,ORAL,Prescription,chronic respiratory,1887.86
ANDA209225,AUROBINDO PHARMA,NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),CAPSULE,ORAL,Prescription,cancer,7994.9
NDA209229,BIOCORRX PHARMS,LUCEMYRA,TABLET,ORAL,Prescription,tuberculosis,1030.02
ANDA209253,ACTAVIS LABS FL INC,AMPHETAMINE,"TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE",ORAL,Prescription,chronic respiratory,1710.71
ANDA209255,VITRUVIAS THERAP,CYANOCOBALAMIN,INJECTABLE,INJECTION,Prescription,cardiovascular,7969.11
NDA209259,SUN PHARM INDS LTD,XYROSA,TABLET,ORAL,Prescription,other,183.31
ANDA209287,CHARTWELL RX,PALONOSETRON HYDROCHLORIDE,INJECTABLE,INTRAVENOUS,Prescription,cardiovascular,3499.07
ANDA209293,SCIECURE PHARMA INC,PAROXETINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,chronic respiratory,371.36
ANDA209303,ALIGNSCIENCE PHARMA,METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,cardiovascular,5593.19
ANDA209309,CHARTWELL RX,NADOLOL,TABLET,ORAL,Prescription,cancer,61202.84
ANDA209315,INGENUS PHARMS LLC,ARSENIC TRIOXIDE,INJECTABLE,INJECTION,Discontinued,cardiovascular,8661.89
ANDA209324,SUN PHARM,BOSENTAN,TABLET,ORAL,Prescription,cardiovascular,8200.2
ANDA209346,GLAND,TOBRAMYCIN SULFATE (PHARMACY BULK),INJECTABLE,INJECTION,Prescription,other,286.09
ANDA209358,PH HEALTH,CALCITONIN-SALMON,INJECTABLE,INJECTION,Prescription,diabetes,70.54
ANDA209399,JIANGSU HANSOH PHARM,OLANZAPINE,TABLET,ORAL,Discontinued,cancer,15777.1
ANDA209438,HETERO LABS LTD III,OSELTAMIVIR PHOSPHATE,CAPSULE,ORAL,Prescription,cardiovascular,9691.19
ANDA209468,LANNETT CO INC,DEXMETHYLPHENIDATE HYDROCHLORIDE,TABLET,ORAL,Discontinued,diabetes,150.98
ANDA209469,ALEMBIC,MOXIFLOXACIN HYDROCHLORIDE,SOLUTION/DROPS,OPHTHALMIC,Prescription,other,43.53
NDA019970,BAXTER HLTHCARE,NITROGLYCERIN IN DEXTROSE 5%,INJECTABLE,INJECTION,Prescription,other,137.64
NDA019971,DHL,DEXTROSE 5% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,cardiovascular,4883.71
ANDA209533,CIPLA,TESTOSTERONE,"SOLUTION, METERED",TRANSDERMAL,Prescription,cancer,20941.31
ANDA209567,TEVA PHARMS USA INC,SORAFENIB TOSYLATE,TABLET,ORAL,Prescription,other,803.86
NDA019979,ROCHE PALO,TICLID,TABLET,ORAL,Discontinued,diabetes,135.98
ANDA209597,PHARMOBEDIENT,CHOLESTYRAMINE,POWDER,ORAL,Prescription,other,613.02
ANDA209623,MSN,TERIFLUNOMIDE,TABLET,ORAL,Prescription,chronic respiratory,2340.99
NDA209627,MAYNE PHARMA,ANNOVERA,RING,VAGINAL,Prescription,hepatitis,1317.51
NDA019983,AVEVA,PROSTEP,"Film, Extended Release",Transdermal,Discontinued,other,589.81
ANDA209640,AMNEAL,DOCETAXEL,INJECTABLE,INJECTION,Prescription,infc respiratory,3599.0
ANDA209641,ACTAVIS LABS UT INC,ADAPALENE AND BENZOYL PEROXIDE,GEL,TOPICAL,Prescription,chronic respiratory,1886.19
ANDA209657,CIPLA,PACLITAXEL,POWDER,INTRAVENOUS,Prescription,diabetes,125.74
ANDA209665,EUGIA PHARMA,CISATRACURIUM BESYLATE PRESERVATIVE FREE,INJECTABLE,INJECTION,Discontinued,other,839.84
ANDA209689,FRESENIUS KABI USA,STERILE WATER FOR INJECTION,LIQUID,ORAL,Prescription,diabetes,72.3
ANDA209699,ENCUBE ETHICALS,FLUOCINONIDE,SOLUTION,TOPICAL,Prescription,other,545.68
ANDA209718,AMNEAL PHARMS CO,CLOBAZAM,TABLET,ORAL,Prescription,cardiovascular,3516.71
ANDA209735,SUN PHARM,ESOMEPRAZOLE MAGNESIUM,"CAPSULE, DELAYED REL PELLETS",ORAL,Prescription,other,703.09
ANDA209738,MICRO LABS,TOFACITINIB CITRATE,TABLET,ORAL,Discontinued,cardiovascular,237.16
ANDA209739,HIKMA,TETRABENAZINE,TABLET,ORAL,Discontinued,other,670.8
ANDA209741,APOTEX,NEBIVOLOL HYDROCHLORIDE,TABLET,ORAL,Discontinued,other,103.79
ANDA209757,XIAMEN LP PHARM CO,CLONIDINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,65.7
NDA020007,SANDOZ,ZOFRAN PRESERVATIVE FREE,INJECTABLE,INJECTION,Discontinued,cancer,72517.41
ANDA209811,DEVA HOLDING AS,CYCLOSPORINE,EMULSION,OPHTHALMIC,Prescription,tuberculosis,3219.69
ANDA209814,CELERITY PHARMS,BENDAMUSTINE HYDROCHLORIDE,POWDER,IV (INFUSION),Prescription,other,895.04
ANDA209838,AUROBINDO PHARMA,EZETIMIBE,TABLET,ORAL,Prescription,hepatitis,2622.29
ANDA209839,CIPLA,SOLIFENACIN SUCCINATE,TABLET,ORAL,Discontinued,other,530.49
ANDA209859,AJANTA PHARMA LTD,RANITIDINE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,other,707.31
ANDA209869,BIOCON PHARMA,PRAVASTATIN SODIUM,TABLET,ORAL,Prescription,chronic respiratory,1650.82
ANDA209872,SENORES PHARMS,CYCLOPHOSPHAMIDE,CAPSULE,ORAL,Prescription,other,37.88
NDA209905,AZURITY,EVEKEO ODT,"TABLET, ORALLY DISINTEGRATING",ORAL,Discontinued,other,230.82
ANDA209931,TEVA PHARMS USA,BEXAROTENE,CAPSULE,ORAL,Prescription,chronic respiratory,1228.17
