location,period,sex,inc_resp,inc_HIV,inc_ETS,inc_hep,inc_tub,total_inc
United Kingdom of Great Britain and Northern Ireland,2010,Female,14.8804,0.2678,4.0334,1.1955,0.8796,38.4964
United Kingdom of Great Britain and Northern Ireland,2005,Both sexes,9.54,0.7744,5.6522,0.8384,0.9014,30.9278
United Kingdom of Great Britain and Northern Ireland,2005,Male,11.8827,0.5911,5.1846,0.7389,0.343,34.2901
United Kingdom of Great Britain and Northern Ireland,2005,Female,6.4055,0.2837,5.9774,0.3642,0.1315,18.9678
United Kingdom of Great Britain and Northern Ireland,2000,Both sexes,9.8559,0.3627,1.1128,1.2914,0.335,19.8329
United Kingdom of Great Britain and Northern Ireland,2000,Male,5.2754,0.7737,1.5643,0.6909,0.3508,17.1662
United Kingdom of Great Britain and Northern Ireland,2000,Female,10.0546,0.5343,4.0473,0.5518,0.9184,27.2052
United Republic of Tanzania,2020,Both sexes,14.6402,0.2944,5.1029,1.4115,0.6843,38.3067
United Republic of Tanzania,2020,Male,8.8421,0.9705,2.4262,1.4581,0.1735,33.5715
United Republic of Tanzania,2020,Female,5.39,0.7436,2.1961,1.5787,0.2218,25.8548
United Republic of Tanzania,2015,Both sexes,5.3096,0.9614,4.9349,1.1561,0.2401,18.3811
United Republic of Tanzania,2015,Male,8.8799,0.4844,1.2819,1.8199,0.6674,31.7331
United Republic of Tanzania,2015,Female,6.6002,0.5276,2.8469,1.8918,0.7619,24.1494
United Republic of Tanzania,2010,Both sexes,5.2335,0.9082,3.529,1.6725,0.8737,23.2983
United Republic of Tanzania,2010,Male,12.5621,0.5725,3.8017,1.3805,0.9466,33.6108
United Republic of Tanzania,2010,Female,9.5852,0.7366,4.6431,0.8163,0.2815,29.7672
United Republic of Tanzania,2005,Both sexes,7.8924,0.327,2.7742,1.971,0.3788,28.2331
United Republic of Tanzania,2005,Male,14.0008,0.5021,4.0634,0.766,0.3163,32.8234
United Republic of Tanzania,2005,Female,6.1614,0.2111,3.9269,0.6445,0.4229,17.2293
United Republic of Tanzania,2000,Both sexes,14.5592,0.2854,3.7381,1.0517,0.9232,33.7759
United Republic of Tanzania,2000,Male,8.1397,0.1008,4.2024,0.3966,0.6176,31.8178
United Republic of Tanzania,2000,Female,13.884,0.1353,2.2972,1.9634,0.7644,27.3147
United States of America,2020,Both sexes,5.6177,0.1468,0.7116,0.3148,0.1082,10.1969
United States of America,2020,Male,6.9602,0.0439,0.7982,0.3006,0.0252,11.468
United States of America,2020,Female,7.9041,0.1029,1.0615,0.3451,0.0316,11.604
United States of America,2015,Both sexes,3.7304,0.1275,1.7505,0.2737,0.1168,7.3789
United States of America,2015,Male,7.7668,0.0871,2.6011,0.0644,0.1494,15.568
United States of America,2015,Female,4.3369,0.0314,2.2532,0.3255,0.0588,8.4007
United States of America,2010,Both sexes,4.3131,0.1119,2.4726,0.3723,0.1499,9.2922
United States of America,2010,Male,4.0423,0.094,1.3774,0.2375,0.1659,7.2728
United States of America,2010,Female,5.2484,0.1124,1.5116,0.3908,0.0941,8.6645
United States of America,2005,Both sexes,2.9249,0.1178,1.4842,0.1522,0.1544,8.0209
United States of America,2005,Male,5.3223,0.1466,0.9797,0.1496,0.0927,11.4614
United States of America,2005,Female,5.2502,0.0903,0.653,0.1226,0.1421,7.3381
United States of America,2000,Both sexes,6.5714,0.0578,1.9773,0.2174,0.1575,13.4786
United States of America,2000,Male,7.0019,0.1008,2.973,0.4312,0.1985,13.3059
United States of America,2000,Female,4.6426,0.0196,0.9171,0.4226,0.0822,7.4428
Uruguay,2020,Both sexes,8.0233,0.9077,1.2334,0.9508,0.4699,16.6924
Uruguay,2020,Male,7.5933,0.2074,4.8977,1.3015,0.2491,27.6496
Uruguay,2020,Female,6.9462,0.3951,2.2629,1.5254,0.2837,18.0438
Uruguay,2015,Both sexes,5.5765,0.8342,5.1482,0.7101,0.7241,18.3578
Uruguay,2015,Male,8.4245,0.6376,4.5197,0.5858,0.9253,24.5852
Uruguay,2015,Female,7.7025,0.4543,5.7284,1.9526,0.4551,35.6005
Uruguay,2010,Both sexes,14.6642,0.5261,3.0446,1.3498,0.2619,28.9449
Uruguay,2010,Male,10.5771,0.8691,4.3098,1.9684,0.3566,27.9804
Uruguay,2010,Female,8.4728,0.406,3.3243,0.8742,0.5095,24.9905
Uruguay,2005,Both sexes,10.8047,0.8827,4.1529,1.4952,0.3616,29.3059
Uruguay,2005,Male,6.392,0.1793,3.248,0.6784,0.3102,30.7709
Uruguay,2005,Female,9.4404,0.7991,1.9432,0.744,0.7624,27.5056
Uruguay,2000,Both sexes,11.2623,0.8628,3.5395,1.1702,0.1071,29.2649
Uruguay,2000,Male,9.889,0.2636,3.6429,0.8434,0.5853,28.5604
Uruguay,2000,Female,9.0178,0.4873,5.053,0.585,0.8144,21.346
Uzbekistan,2020,Both sexes,14.9385,0.2489,4.6776,0.7469,0.3396,40.2248
Uzbekistan,2020,Male,13.8031,0.7359,4.319,0.3608,0.643,31.4198
Uzbekistan,2020,Female,11.2341,0.5818,1.5669,1.4975,0.702,29.7423
Uzbekistan,2015,Both sexes,10.6938,0.6718,4.6031,1.1366,0.6895,26.7699
Uzbekistan,2015,Male,11.2066,0.2768,3.5015,0.4602,0.5013,26.1389
Uzbekistan,2015,Female,7.0131,0.2906,5.4705,0.5919,0.4119,33.0392
Uzbekistan,2010,Both sexes,8.9514,0.1373,5.5994,0.4743,0.8523,25.8941
Uzbekistan,2010,Male,5.3946,0.3899,1.2758,1.3414,0.7826,27.4941
Uzbekistan,2010,Female,9.7555,0.6038,5.1032,0.4602,0.3891,24.8313
Uzbekistan,2005,Both sexes,10.4302,0.8721,1.1885,1.5823,0.1927,22.8302
Uzbekistan,2005,Male,7.2775,0.7002,2.8358,0.3349,0.1646,27.2011
Uzbekistan,2005,Female,14.6403,0.4919,3.7115,0.7239,0.1848,27.9519
Uzbekistan,2000,Both sexes,14.0945,0.9578,1.7405,1.8141,0.6246,38.81
Uzbekistan,2000,Male,12.2214,0.7473,4.7316,1.5215,0.1465,37.5459
Uzbekistan,2000,Female,10.3339,0.9371,1.0418,0.424,0.4032,23.4658
Venezuela (Bolivarian Republic of),2020,Both sexes,13.6997,0.5748,1.843,1.6959,0.7779,33.9803
Venezuela (Bolivarian Republic of),2020,Male,6.3065,0.333,3.904,1.1382,0.3649,20.9149
Venezuela (Bolivarian Republic of),2020,Female,12.9051,0.1475,4.5719,1.7395,0.787,27.0184
Venezuela (Bolivarian Republic of),2015,Both sexes,6.2482,0.7535,5.5832,1.3213,0.7709,20.586
Venezuela (Bolivarian Republic of),2015,Male,12.9421,0.2092,4.5275,1.4591,0.3212,37.0268
Venezuela (Bolivarian Republic of),2015,Female,7.7577,0.3725,4.3589,1.989,0.7559,28.0213
Venezuela (Bolivarian Republic of),2010,Both sexes,13.7709,0.5792,2.9717,0.695,0.773,32.6969
Venezuela (Bolivarian Republic of),2010,Male,14.4404,0.608,1.0064,1.3607,0.4577,35.4824
Venezuela (Bolivarian Republic of),2010,Female,6.488,0.6405,1.6008,1.0825,0.2894,28.3075
Venezuela (Bolivarian Republic of),2005,Both sexes,9.6268,0.2496,3.6728,0.3671,0.5691,22.8025
Venezuela (Bolivarian Republic of),2005,Male,14.8099,0.4418,4.3756,0.3246,0.9293,37.109
Venezuela (Bolivarian Republic of),2005,Female,9.8341,0.6555,3.0872,0.5027,0.6757,23.5793
Venezuela (Bolivarian Republic of),2000,Both sexes,13.6355,0.9728,4.6534,1.4035,0.2556,37.5414
Venezuela (Bolivarian Republic of),2000,Male,10.8873,0.7549,3.6093,1.2642,0.7145,35.7444
Venezuela (Bolivarian Republic of),2000,Female,8.7533,0.9303,1.3709,1.2408,0.4845,29.9917
Viet Nam,2020,Both sexes,12.8583,11.671,4.7281,1.1274,3.1619,86.6956
Viet Nam,2020,Male,11.4548,9.284,10.56,2.8772,3.8033,93.5485
Viet Nam,2020,Female,20.9506,3.6883,9.5242,4.6985,2.8173,72.9866
Viet Nam,2015,Both sexes,14.5712,10.3336,11.0529,2.5904,4.1629,78.0628
Viet Nam,2015,Male,16.6917,9.7273,4.058,3.4997,3.7497,77.2901
Viet Nam,2015,Female,16.3695,9.4346,11.912,4.1193,3.2678,105.0095
Viet Nam,2010,Both sexes,17.8137,7.857,4.8847,4.1357,1.1786,79.6771
Viet Nam,2010,Male,22.7148,8.4012,3.106,3.0771,4.2618,90.2267
Viet Nam,2010,Female,24.6726,5.6822,11.9768,4.4318,4.7116,102.3764
Viet Nam,2005,Both sexes,14.9289,8.2704,5.5297,2.5655,1.1163,73.6463
Viet Nam,2005,Male,22.0678,3.7658,9.0122,4.5548,2.6971,89.1823
Viet Nam,2005,Female,20.997,12.2724,4.5901,1.9609,1.665,67.4039
Viet Nam,2000,Both sexes,17.75,3.6009,8.2221,2.1209,3.8954,87.2942
Viet Nam,2000,Male,24.2528,2.1895,11.1363,1.2125,3.7473,74.5951
Viet Nam,2000,Female,11.4081,7.1074,5.8816,4.1823,1.134,64.341
Yemen,2020,Both sexes,6.0926,0.6925,4.3513,1.009,0.8893,29.0684
Yemen,2020,Male,13.5396,0.4939,1.9395,0.6895,0.2629,24.2971
Yemen,2020,Female,9.3915,0.3491,4.124,0.694,0.8175,21.1588
Yemen,2015,Both sexes,13.4697,0.6024,2.6823,1.8324,0.5113,32.7923
Yemen,2015,Male,13.9309,0.4123,2.056,1.7177,0.3954,23.9806
Yemen,2015,Female,5.6246,0.9396,2.5659,1.241,0.2424,28.2867
Yemen,2010,Both sexes,13.8346,0.9304,1.8942,1.3474,0.2509,35.3641
Yemen,2010,Male,9.4832,0.5521,5.5096,1.1064,0.6957,37.1185
Yemen,2010,Female,10.1043,0.3951,2.9859,0.9658,0.5954,26.4701
Yemen,2005,Both sexes,11.2659,0.7634,2.2264,1.8563,0.2099,24.5097
Yemen,2005,Male,14.2638,0.133,3.242,0.5135,0.2014,37.7097
Yemen,2005,Female,5.1912,0.5273,2.6027,1.0114,0.1651,21.9713
Yemen,2000,Both sexes,9.7684,0.4027,4.7221,0.8858,0.7694,30.4973
Yemen,2000,Male,11.8772,0.9285,5.8561,1.1469,0.7407,37.7616
Yemen,2000,Female,12.2271,0.1108,3.1902,1.078,0.1526,24.1208
Zambia,2020,Both sexes,19.7731,8.7394,10.7493,3.0756,3.0212,65.1217
Zambia,2020,Male,10.2854,11.3693,8.0928,1.5597,0.881,74.0207
Zambia,2020,Female,13.0897,7.7903,4.4151,3.0526,4.5669,90.0662
Zambia,2015,Both sexes,14.0982,2.1956,9.2156,1.9697,4.582,59.8884
Zambia,2015,Male,21.6754,14.6145,7.6209,1.7373,3.642,91.1108
Zambia,2015,Female,12.7389,8.2521,8.8555,1.2593,4.6679,93.0913
Zambia,2010,Both sexes,11.582,9.5986,11.0072,4.0506,4.1515,67.7167
Zambia,2010,Male,24.2766,4.3125,6.9639,2.7098,4.2284,99.3219
Zambia,2010,Female,8.1507,7.769,11.1106,3.5066,3.0637,71.9348
Zambia,2005,Both sexes,24.963,7.0081,9.756,3.9104,1.8773,62.7034
Zambia,2005,Male,19.506,2.0485,7.3974,3.7173,1.4801,65.8905
Zambia,2005,Female,22.084,2.4862,8.429,2.882,1.9724,72.6177
Zambia,2000,Both sexes,13.0085,12.7246,5.9302,2.5516,3.3282,67.2526
Zambia,2000,Male,8.2434,4.3575,11.8524,2.5038,1.277,57.4396
Zambia,2000,Female,20.5438,3.7294,9.0062,3.5602,1.6639,72.3987
Zimbabwe,2020,Both sexes,22.1805,8.0688,3.3946,2.9792,2.6063,90.1217
Zimbabwe,2020,Male,20.5881,11.7625,5.9396,4.3965,1.5487,102.555
Zimbabwe,2020,Female,10.4285,1.8673,8.6098,4.4988,3.1489,68.8486
Zimbabwe,2015,Both sexes,20.8083,9.0753,3.507,1.6822,4.6543,81.296
Zimbabwe,2015,Male,21.0717,2.6689,3.215,1.5449,3.8664,73.0027
Zimbabwe,2015,Female,19.1952,1.5105,7.0502,3.5216,3.4989,63.6388
Zimbabwe,2010,Both sexes,21.024,1.7384,5.9942,2.2049,3.1222,88.915
Zimbabwe,2010,Male,22.3807,12.6783,6.9447,1.0743,2.6958,87.3673
Zimbabwe,2010,Female,18.4313,2.6516,5.3642,4.5546,1.3395,61.6719
Zimbabwe,2005,Both sexes,9.5063,1.6321,4.4825,1.9076,4.5262,77.5565
Zimbabwe,2005,Male,16.2897,7.1306,9.2023,4.7171,1.6184,57.1727
Zimbabwe,2005,Female,9.32,12.8159,7.6311,3.8697,0.9109,55.9627
Zimbabwe,2000,Both sexes,14.9282,4.6737,4.8014,4.0506,3.8751,72.7109
Zimbabwe,2000,Male,14.9208,6.904,5.8763,1.8058,1.2903,88.5699
Zimbabwe,2000,Female,9.1222,1.5589,8.3263,1.9368,2.1735,74.2463
Afghanistan,2025,Both sexes,8.4808,2.919,4.5588,1.2176,3.455,53.0621
Afghanistan,2025,Male,22.2291,6.2264,10.8712,1.8534,1.9643,79.3243
Afghanistan,2025,Female,10.5625,9.6878,6.7788,3.4531,3.9275,82.6801
Albania,2025,Both sexes,10.457,0.6649,5.6763,0.8084,0.4232,28.6503
Albania,2025,Male,12.177,0.6502,1.8927,0.9395,0.5211,22.7456
Albania,2025,Female,9.1939,0.2604,5.6222,1.5959,0.5332,35.267
Algeria,2025,Both sexes,11.8006,0.9076,1.6809,0.7256,0.5884,29.332
Algeria,2025,Male,12.9901,0.1326,5.9201,1.0733,0.4233,37.8522
Algeria,2025,Female,7.9272,0.2569,4.9579,1.9242,0.4723,24.2043
Angola,2025,Both sexes,24.1912,12.5332,7.3295,3.6961,2.4574,107.3193
Angola,2025,Male,17.4983,1.8126,9.2664,1.2113,4.1769,80.7127
Angola,2025,Female,22.0241,4.3191,5.913,2.9252,3.185,56.4515
Argentina,2025,Both sexes,7.8735,0.6332,2.4889,0.3943,0.1023,19.2582
Argentina,2025,Male,6.0115,0.813,5.8072,1.0258,0.5614,28.1168
Argentina,2025,Female,6.4685,0.5959,1.7233,1.3391,0.9399,26.5614
Armenia,2025,Both sexes,6.957,0.7881,1.1175,0.9383,0.1997,21.6202
Armenia,2025,Male,8.5248,0.2562,2.8665,1.0098,0.3705,22.4149
Armenia,2025,Female,11.5662,0.927,3.003,0.627,0.3437,25.6954
Australia,2025,Both sexes,7.124,0.09,1.6375,0.1173,0.101,10.3838
Australia,2025,Male,3.671,0.142,2.7102,0.0878,0.113,10.8144
Australia,2025,Female,3.3504,0.0675,2.6921,0.2874,0.0802,10.2781
Austria,2025,Both sexes,3.2473,0.122,2.0613,0.2606,0.0591,10.5516
Austria,2025,Male,4.0055,0.1444,1.8002,0.2303,0.1139,9.9877
Austria,2025,Female,6.6739,0.0576,0.9468,0.3132,0.1397,11.2296
Azerbaijan,2025,Both sexes,12.1272,0.8938,2.8559,0.4281,0.9625,27.3618
Azerbaijan,2025,Male,9.3501,0.6609,4.3315,1.2291,0.2847,25.6258
Azerbaijan,2025,Female,12.5514,0.8234,3.7649,1.1306,0.2025,32.2354
Bahamas,2025,Both sexes,5.8395,0.4056,2.5542,1.9212,0.8053,20.0903
Bahamas,2025,Male,11.5992,0.5659,1.8368,1.9634,0.4375,28.6812
Bahamas,2025,Female,6.0693,0.5444,5.37,1.8084,0.1099,28.7506
Bahrain,2025,Both sexes,7.3178,0.048,0.5974,0.4315,0.1755,10.0194
Bahrain,2025,Male,5.5774,0.0904,2.5328,0.4038,0.1802,11.7924
Bahrain,2025,Female,5.3165,0.1455,2.9904,0.1024,0.1729,12.5093
Bangladesh,2025,Both sexes,16.497,6.4259,8.5177,1.2239,2.7791,92.2077
Bangladesh,2025,Male,22.8051,3.9885,6.8375,4.7579,2.4285,65.2028
Bangladesh,2025,Female,14.0922,7.1675,7.6751,3.528,4.1031,93.9338
Barbados,2025,Both sexes,9.521,0.8357,3.6686,0.8754,0.6922,29.6223
Barbados,2025,Male,12.1772,0.6022,1.2831,0.5888,0.3568,27.7912
Barbados,2025,Female,7.8263,0.7061,1.0917,1.5847,0.3388,31.1932
Belarus,2025,Both sexes,8.1002,0.5751,2.0796,1.8036,0.1768,19.1422
Belarus,2025,Male,9.4438,0.8645,4.0792,0.797,0.4787,29.9972
Belarus,2025,Female,12.0669,0.9759,5.4657,0.8821,0.9984,29.3053
Belgium,2025,Both sexes,2.021,0.0139,2.5596,0.1398,0.0309,6.6691
Belgium,2025,Male,3.4229,0.0697,2.3264,0.331,0.0628,9.7477
Belgium,2025,Female,5.0196,0.1397,2.5375,0.1954,0.1968,9.9022
Belize,2025,Both sexes,12.0862,0.1562,1.1758,0.5863,0.7551,32.4102
Belize,2025,Male,6.8374,0.5603,1.4663,1.8655,0.4096,18.6759
Belize,2025,Female,14.0813,0.9504,1.0306,1.089,0.1222,23.7849
Benin,2025,Both sexes,23.4478,8.2577,3.6745,1.4411,2.2258,96.6487
Benin,2025,Male,23.984,10.7007,10.8086,2.4658,0.6945,76.5875
Benin,2025,Female,24.5634,1.2404,11.5289,2.4747,0.5454,62.0209
Bhutan,2025,Both sexes,11.8916,0.9825,5.8281,0.5736,0.2631,25.2106
Bhutan,2025,Male,10.6554,0.6736,4.6971,0.6078,0.9631,26.8574
Bhutan,2025,Female,11.3874,0.8623,3.7003,1.0043,0.9795,29.7331
Bolivia (Plurinational State of),2025,Both sexes,10.8212,0.8802,5.7665,1.4481,0.594,36.9874
Bolivia (Plurinational State of),2025,Male,5.0351,0.136,2.0043,0.6162,0.3293,21.0347
Bolivia (Plurinational State of),2025,Female,8.0493,0.4241,3.1027,0.4681,0.1381,19.3277
Bosnia and Herzegovina,2025,Both sexes,11.7394,0.5836,3.2207,1.3785,0.8449,37.4784
Bosnia and Herzegovina,2025,Male,9.2769,0.677,5.7679,1.7274,0.4834,30.9239
Bosnia and Herzegovina,2025,Female,11.4472,0.2594,3.8026,1.9683,0.5665,36.8608
Botswana,2025,Both sexes,23.7699,6.7027,11.9896,3.3169,0.6902,63.6997
Botswana,2025,Male,17.9748,4.844,3.2923,4.2834,1.7408,57.8326
Botswana,2025,Female,21.5413,5.035,4.7489,4.8957,2.1274,92.2567
Brazil,2025,Both sexes,11.0138,0.649,3.8024,1.855,0.707,25.5249
Brazil,2025,Male,9.0373,0.8761,1.9053,1.2252,0.9555,24.7776
Brazil,2025,Female,11.254,0.8353,4.2678,1.7269,0.95,32.4924
Brunei Darussalam,2025,Both sexes,7.7292,0.2527,3.42,1.4932,0.3045,32.4204
Brunei Darussalam,2025,Male,5.041,0.4086,5.8443,1.4814,0.4612,20.8908
Brunei Darussalam,2025,Female,6.9258,0.4205,1.8492,0.4807,0.9161,21.5234
Bulgaria,2025,Both sexes,14.9765,0.2477,1.2726,0.8605,0.5155,33.7168
Bulgaria,2025,Male,7.0482,0.3713,2.0044,1.6162,0.7413,20.8992
Bulgaria,2025,Female,11.3495,0.4485,5.5452,1.9482,0.2563,39.0252
Burkina Faso,2025,Both sexes,11.7912,8.3588,3.8213,2.7458,3.1181,73.778
Burkina Faso,2025,Male,16.8753,5.6327,7.882,4.8352,1.4271,66.6682
Burkina Faso,2025,Female,19.1321,1.6076,3.5977,3.2073,0.9722,60.5913
Burundi,2025,Both sexes,8.3799,3.4012,8.0836,3.8134,1.4112,68.4181
Burundi,2025,Male,19.3604,3.5547,8.5211,2.6478,3.4421,75.704
Burundi,2025,Female,24.9159,14.1294,3.0385,4.5418,0.7992,64.0534
Cabo Verde,2025,Both sexes,14.5305,0.3536,2.9102,0.4558,0.201,24.0482
Cabo Verde,2025,Male,12.2674,0.9499,4.0537,1.5169,0.7858,33.3318
Cabo Verde,2025,Female,7.6281,0.1407,1.0094,0.8961,0.3173,26.4897
Cambodia,2025,Both sexes,9.0594,3.5134,4.1205,4.6595,1.1312,78.7316
Cambodia,2025,Male,17.14,9.3035,7.8914,1.3962,1.9346,87.032
Cambodia,2025,Female,8.8716,6.5394,4.6974,3.2465,3.6176,72.4011
Cameroon,2025,Both sexes,17.046,7.0793,6.486,4.3668,1.4872,81.5295
Cameroon,2025,Male,20.4817,11.6048,6.7728,2.1892,2.6174,74.4141
Cameroon,2025,Female,9.5846,1.643,4.0044,1.7486,2.7688,48.5537
Canada,2025,Both sexes,7.0948,0.043,2.8379,0.4797,0.1926,13.8358
Canada,2025,Male,7.0254,0.0609,0.6817,0.306,0.1206,12.5854
Canada,2025,Female,7.0999,0.1494,1.7704,0.2053,0.0535,13.1467
Central African Republic,2025,Both sexes,8.0816,8.1276,7.9997,4.2998,2.7706,89.4001
Central African Republic,2025,Male,23.58,9.7932,10.563,1.5932,4.349,65.9103
Central African Republic,2025,Female,19.4774,3.3833,4.7079,4.706,0.645,91.7251
Chad,2025,Both sexes,15.8631,5.3887,8.9857,4.3585,2.1217,59.9361
Chad,2025,Male,15.2573,14.7468,10.0552,4.5888,2.4744,98.6667
Chad,2025,Female,11.9793,6.7661,9.4448,1.4377,1.7171,49.4123
Chile,2025,Both sexes,5.4664,0.4891,5.1372,0.3419,0.7078,24.3611
Chile,2025,Male,14.325,0.3132,4.4682,1.9577,0.9661,33.7936
Chile,2025,Female,7.3493,0.1903,1.7414,1.4935,0.7532,23.4355
China,2025,Both sexes,11.7424,0.4025,1.8489,1.2873,0.5353,34.9368
China,2025,Male,12.2883,0.4972,2.6932,0.7989,0.2903,28.0725
China,2025,Female,7.6575,0.1853,2.7343,0.3622,0.2678,30.2242
Colombia,2025,Both sexes,12.4677,0.3929,4.3412,1.5187,0.6231,37.0501
Colombia,2025,Male,14.587,0.1193,4.6933,1.9299,0.876,36.4931
Colombia,2025,Female,6.6789,0.3941,1.8623,1.3222,0.741,17.6743
Comoros,2025,Both sexes,8.1707,0.5856,4.4546,1.0163,0.8686,21.2093
Comoros,2025,Male,12.7155,0.1582,4.1056,0.7001,0.6018,34.4408
Comoros,2025,Female,14.5689,0.8912,3.0226,0.7956,0.311,38.5061
Congo,2025,Both sexes,17.0528,2.5995,7.9435,1.0053,1.9573,73.7837
Congo,2025,Male,11.7389,14.5971,9.5452,2.3986,0.9178,83.0003
Congo,2025,Female,16.7856,3.9883,7.8279,4.3414,3.2711,84.8919
Costa Rica,2025,Both sexes,11.3379,0.5869,5.6363,1.8842,0.5615,32.8006
Costa Rica,2025,Male,8.0576,0.5136,1.9328,1.3818,0.5501,22.0271
Costa Rica,2025,Female,6.033,0.2779,3.3982,1.8089,0.6098,26.6833
Côte d’Ivoire,2025,Both sexes,11.8154,0.4051,3.8571,1.0605,0.6932,23.1807
Côte d’Ivoire,2025,Male,5.5058,0.544,2.48,0.8545,0.9648,24.4721
Côte d’Ivoire,2025,Female,6.8269,0.3801,3.5495,1.7671,0.475,27.0225
Croatia,2025,Both sexes,6.4632,0.1299,1.275,0.2267,0.0842,11.7193
Croatia,2025,Male,6.9971,0.0162,1.2711,0.3557,0.1218,12.4049
Croatia,2025,Female,4.6177,0.0856,0.994,0.2438,0.1103,7.654
Cuba,2025,Both sexes,14.0119,0.3348,5.3391,1.3952,0.1183,29.6821
Cuba,2025,Male,12.2463,0.132,5.9869,1.7835,0.3676,34.3872
Cuba,2025,Female,7.5741,0.4433,2.7808,0.933,0.3864,18.3634
Cyprus,2025,Both sexes,5.7268,0.033,2.615,0.4156,0.1058,11.3682
Cyprus,2025,Male,7.1164,0.0446,0.5439,0.3286,0.1024,10.9301
Cyprus,2025,Female,5.403,0.1359,2.9248,0.3355,0.1575,11.5914
Czechia,2025,Both sexes,2.5029,0.0325,2.333,0.2441,0.1003,8.6753
Czechia,2025,Male,3.8516,0.095,0.9629,0.3321,0.0513,9.1512
Czechia,2025,Female,2.383,0.0563,1.0779,0.45,0.0299,6.6392
Democratic People's Republic of Korea,2025,Both sexes,6.7661,0.5938,3.4053,0.3779,0.1065,27.83
Democratic People's Republic of Korea,2025,Male,14.8807,0.693,2.827,1.0997,0.3399,38.9298
Democratic People's Republic of Korea,2025,Female,8.4487,0.6841,5.4141,0.613,0.8563,33.548
Democratic Republic of the Congo,2025,Both sexes,10.0665,4.0099,3.3346,1.5632,4.6279,56.4041
Democratic Republic of the Congo,2025,Male,15.8105,2.0873,11.6375,4.516,3.8961,82.1577
Democratic Republic of the Congo,2025,Female,23.869,4.0818,10.5273,3.76,4.4139,99.1071
Denmark,2025,Both sexes,6.7815,0.0585,2.436,0.1681,0.0791,14.1018
Denmark,2025,Male,2.6474,0.1409,1.2275,0.2843,0.0904,9.302
Denmark,2025,Female,7.7596,0.0569,2.4464,0.4349,0.0984,15.5719
Djibouti,2025,Both sexes,8.7817,0.773,5.5645,1.5834,0.3044,31.5771
Djibouti,2025,Male,13.8831,0.4488,3.8811,1.7134,0.2696,36.031
Djibouti,2025,Female,12.8451,0.6365,5.4667,0.5923,0.4786,27.0495
Dominican Republic,2025,Both sexes,13.3284,0.1173,1.561,1.984,0.3524,29.9032
Dominican Republic,2025,Male,14.7554,0.2643,2.8055,1.5799,0.692,29.794
Dominican Republic,2025,Female,10.8112,0.5769,5.2172,0.6994,0.4982,36.7009
Ecuador,2025,Both sexes,6.5545,0.6363,2.2527,0.8675,0.5241,27.7508
Ecuador,2025,Male,5.2677,0.1827,4.4296,1.0292,0.8783,17.5774
Ecuador,2025,Female,11.9467,0.1073,4.0836,0.4593,0.8028,25.0786
Egypt,2025,Both sexes,14.9151,0.5781,4.4139,0.7034,0.4938,31.3704
Egypt,2025,Male,13.561,0.2507,2.3277,1.0572,0.741,26.5369
Egypt,2025,Female,8.7588,0.935,1.4723,0.9304,0.7381,29.8016
El Salvador,2025,Both sexes,7.2599,0.6908,1.8211,0.3952,0.2089,22.8944
El Salvador,2025,Male,14.2998,0.5966,4.9817,0.8655,0.6334,36.1485
El Salvador,2025,Female,9.9495,0.9512,4.7379,1.5419,0.1417,23.0674
Equatorial Guinea,2025,Both sexes,10.4967,0.5203,5.6392,0.7375,0.3429,27.0763
Equatorial Guinea,2025,Male,9.1135,0.319,1.6459,1.7576,0.6024,27.03
Equatorial Guinea,2025,Female,13.6136,0.848,2.4102,1.2312,0.1749,32.8446
Eritrea,2025,Both sexes,14.1525,0.4638,2.9684,0.8147,0.5146,24.2116
Eritrea,2025,Male,7.5176,0.4374,4.9997,1.7182,0.3738,34.2216
Eritrea,2025,Female,9.6901,0.8864,1.2634,1.8115,0.2973,28.1912
Estonia,2025,Both sexes,6.0712,0.0916,1.8824,0.4367,0.0383,11.3001
Estonia,2025,Male,4.0822,0.0854,2.5282,0.1474,0.1645,9.1465
Estonia,2025,Female,4.3978,0.0364,2.3975,0.0909,0.1127,10.8722
Eswatini,2025,Both sexes,9.0859,5.9898,8.4097,3.2245,2.3209,76.9049
Eswatini,2025,Male,15.2938,4.1748,7.1029,4.813,4.327,57.3633
Eswatini,2025,Female,10.469,1.4169,11.4017,3.107,2.9203,82.7692
Ethiopia,2025,Both sexes,21.2722,5.4056,7.3372,4.8747,3.5247,98.8826
Ethiopia,2025,Male,10.6137,2.8652,4.8384,4.0668,1.8292,69.1768
Ethiopia,2025,Female,8.3636,14.2184,4.5274,1.0382,1.5671,65.6942
Fiji,2025,Both sexes,7.3503,0.4798,5.6019,1.7946,0.5112,33.5406
Fiji,2025,Male,9.109,0.5995,2.2173,0.3887,0.9453,24.0781
Fiji,2025,Female,6.867,0.2786,3.3623,1.1357,0.1166,23.4945
Finland,2025,Both sexes,2.8877,0.0629,2.2093,0.1528,0.0961,7.0714
Finland,2025,Male,5.3441,0.1344,1.3152,0.1101,0.1081,9.3236
Finland,2025,Female,6.4803,0.0254,1.5617,0.058,0.026,12.1065
France,2025,Both sexes,4.8977,0.0517,2.6128,0.321,0.1017,12.8088
France,2025,Male,4.4476,0.0796,0.6011,0.4518,0.1997,9.1452
France,2025,Female,3.0889,0.0269,0.8589,0.3475,0.1391,8.9831
